office,district,city_town,Ward,Pct,name_dem,name_gop,name_third_party,name_write_in,party_third_party,party_write_in,election_id,votes_dem,votes_gop,votes_third_party,votes_write_in,all_others,blanks,total_votes_cast
Governor,NA,Lincoln,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1737,320,NA,NA,4,19,2108
Governor,NA,Lincoln,-,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,956,247,NA,NA,6,13,1247
Governor,NA,Littleton,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1086,530,NA,NA,0,10,1655
Governor,NA,Littleton,-,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1069,565,NA,NA,0,9,1670
Governor,NA,Littleton,-,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1120,564,NA,NA,0,23,1742
Governor,NA,Longmeadow,-,A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,992,490,NA,NA,6,11,1526
Governor,NA,Longmeadow,-,B,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,883,489,NA,NA,3,9,1402
Governor,NA,Longmeadow,-,C,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,887,609,NA,NA,1,11,1532
Governor,NA,Longmeadow,-,D,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,853,588,NA,NA,0,10,1475
Governor,NA,Longmeadow,-,E,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,854,501,NA,NA,3,18,1399
Governor,NA,Lowell,1,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,357,220,NA,NA,0,14,614
Governor,NA,Lowell,1,1A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,0,0,NA,NA,0,0,0
Governor,NA,Lowell,1,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,481,339,NA,NA,1,14,853
Governor,NA,Lowell,1,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,651,389,NA,NA,0,23,1092
Governor,NA,Lowell,1,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,608,318,NA,NA,1,43,988
Governor,NA,Lowell,2,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,280,134,NA,NA,1,49,475
Governor,NA,Lowell,2,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,381,200,NA,NA,1,11,601
Governor,NA,Lowell,2,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,511,277,NA,NA,2,9,814
Governor,NA,Lowell,2,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,414,234,NA,NA,0,5,669
Governor,NA,Lowell,3,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,390,148,NA,NA,0,18,564
Governor,NA,Lowell,3,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1075,631,NA,NA,4,30,1765
Governor,NA,Lowell,3,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,801,462,NA,NA,1,27,1314
Governor,NA,Lowell,3,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,479,252,NA,NA,0,35,782
Governor,NA,Lowell,4,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,327,69,NA,NA,0,16,418
Governor,NA,Lowell,4,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,614,126,NA,NA,0,5,760
Governor,NA,Lowell,4,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,183,34,NA,NA,2,20,247
Governor,NA,Lowell,4,3A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,120,20,NA,NA,0,1,144
Governor,NA,Lowell,4,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,289,186,NA,NA,0,10,495
Governor,NA,Lowell,4,4A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,2,0,NA,NA,0,0,2
Governor,NA,Lowell,5,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,421,188,NA,NA,2,8,636
Governor,NA,Lowell,5,1A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,87,24,NA,NA,0,1,116
Governor,NA,Lowell,5,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,385,174,NA,NA,3,11,590
Governor,NA,Lowell,5,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,244,100,NA,NA,0,5,359
Governor,NA,Lowell,5,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,484,263,NA,NA,0,10,777
Governor,NA,Lowell,6,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,361,153,NA,NA,1,23,552
Governor,NA,Lowell,6,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,236,85,NA,NA,0,15,344
Governor,NA,Lowell,6,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,173,62,NA,NA,0,13,252
Governor,NA,Lowell,6,3A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,40,23,NA,NA,0,3,68
Governor,NA,Lowell,6,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,245,130,NA,NA,1,11,394
Governor,NA,Lowell,6,4A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,90,37,NA,NA,0,6,138
Governor,NA,Lowell,7,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,281,112,NA,NA,1,10,418
Governor,NA,Lowell,7,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,238,89,NA,NA,3,11,361
Governor,NA,Lowell,7,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,337,86,NA,NA,1,9,443
Governor,NA,Lowell,7,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,176,77,NA,NA,0,9,268
Governor,NA,Lowell,8,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,359,182,NA,NA,1,10,565
Governor,NA,Lowell,8,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,360,139,NA,NA,0,6,513
Governor,NA,Lowell,8,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,683,369,NA,NA,2,12,1087
Governor,NA,Lowell,8,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,552,273,NA,NA,0,12,846
Governor,NA,Lowell,8,4A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,25,3,NA,NA,0,2,30
Governor,NA,Ludlow,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,625,692,NA,NA,1,12,1351
Governor,NA,Ludlow,-,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,444,437,NA,NA,2,24,919
Governor,NA,Ludlow,-,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,683,941,NA,NA,0,14,1662
Governor,NA,Ludlow,-,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,647,660,NA,NA,1,16,1341
Governor,NA,Ludlow,-,5,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,543,577,NA,NA,2,14,1153
Governor,NA,Ludlow,-,6,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,740,833,NA,NA,0,23,1623
Governor,NA,Lunenburg,-,A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,684,583,NA,NA,1,9,1307
Governor,NA,Lunenburg,-,B,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,678,483,NA,NA,1,13,1194
Governor,NA,Lunenburg,-,B1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,35,28,NA,NA,0,0,64
Governor,NA,Lunenburg,-,C,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,647,592,NA,NA,0,9,1277
Governor,NA,Lunenburg,-,C1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,4,6,NA,NA,0,0,10
Governor,NA,Lunenburg,-,D,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,783,623,NA,NA,2,11,1456
Governor,NA,Lynn,1,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,935,744,NA,NA,2,16,1722
Governor,NA,Lynn,1,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,699,478,NA,NA,0,18,1213
Governor,NA,Lynn,1,2A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,151,102,NA,NA,0,7,262
Governor,NA,Lynn,1,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,781,440,NA,NA,0,16,1256
Governor,NA,Lynn,1,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,593,290,NA,NA,3,7,910
Governor,NA,Lynn,2,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,812,484,NA,NA,3,11,1323
Governor,NA,Lynn,2,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,447,191,NA,NA,0,5,656
Governor,NA,Lynn,2,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,294,90,NA,NA,1,5,395
Governor,NA,Lynn,2,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,267,92,NA,NA,0,4,376
Governor,NA,Lynn,3,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,519,280,NA,NA,2,5,822
Governor,NA,Lynn,3,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,349,113,NA,NA,1,3,477
Governor,NA,Lynn,3,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,545,221,NA,NA,0,7,784
Governor,NA,Lynn,3,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,598,175,NA,NA,0,10,799
Governor,NA,Lynn,4,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,204,82,NA,NA,0,6,298
Governor,NA,Lynn,4,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,236,50,NA,NA,0,2,292
Governor,NA,Lynn,4,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,347,113,NA,NA,0,7,474
Governor,NA,Lynn,4,3A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,71,15,NA,NA,0,1,90
Governor,NA,Lynn,4,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,510,182,NA,NA,0,7,709
Governor,NA,Lynn,5,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,572,264,NA,NA,0,10,860
Governor,NA,Lynn,5,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,249,86,NA,NA,0,8,352
Governor,NA,Lynn,5,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,193,70,NA,NA,1,7,278
Governor,NA,Lynn,5,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,521,157,NA,NA,0,16,705
Governor,NA,Lynn,6,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,328,121,NA,NA,0,5,465
Governor,NA,Lynn,6,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,194,66,NA,NA,0,3,266
Governor,NA,Lynn,6,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,273,72,NA,NA,0,4,355
Governor,NA,Lynn,6,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,428,202,NA,NA,0,7,647
Governor,NA,Lynn,7,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,691,333,NA,NA,1,7,1053
Governor,NA,Lynn,7,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,651,305,NA,NA,3,6,982
Governor,NA,Lynn,7,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,346,189,NA,NA,0,8,549
Governor,NA,Lynn,7,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,428,208,NA,NA,3,3,652
Governor,NA,Lynnfield,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,718,741,NA,NA,1,11,1495
Governor,NA,Lynnfield,-,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,765,677,NA,NA,5,14,1481
Governor,NA,Lynnfield,-,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,698,713,NA,NA,1,12,1447
Governor,NA,Lynnfield,-,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,705,859,NA,NA,1,16,1593
Governor,NA,Malden,1,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,365,79,NA,NA,0,8,458
Governor,NA,Malden,1,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,436,139,NA,NA,1,6,599
Governor,NA,Malden,1,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,456,149,NA,NA,1,10,635
Governor,NA,Malden,2,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,361,108,NA,NA,4,4,482
Governor,NA,Malden,2,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,360,172,NA,NA,1,9,554
Governor,NA,Malden,2,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,491,197,NA,NA,0,11,703
Governor,NA,Malden,3,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,336,110,NA,NA,0,4,463
Governor,NA,Malden,3,1A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,408,147,NA,NA,0,4,564
Governor,NA,Malden,3,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,499,138,NA,NA,2,14,662
Governor,NA,Malden,3,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,687,180,NA,NA,0,8,892
Governor,NA,Malden,4,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,418,120,NA,NA,1,6,554
Governor,NA,Malden,4,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,298,71,NA,NA,0,4,382
Governor,NA,Malden,4,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,441,89,NA,NA,1,4,542
Governor,NA,Malden,5,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,454,164,NA,NA,1,11,643
Governor,NA,Malden,5,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,733,253,NA,NA,3,7,1008
Governor,NA,Malden,5,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,273,88,NA,NA,0,3,373
Governor,NA,Malden,5,3A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,146,13,NA,NA,0,3,163
Governor,NA,Malden,6,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,691,225,NA,NA,1,11,939
Governor,NA,Malden,6,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,408,164,NA,NA,0,6,588
Governor,NA,Malden,6,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,420,205,NA,NA,2,4,639
Governor,NA,Malden,7,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,365,100,NA,NA,1,9,479
Governor,NA,Malden,7,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,346,119,NA,NA,0,4,480
Governor,NA,Malden,7,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,206,102,NA,NA,1,5,320
Governor,NA,Malden,7,3A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,172,44,NA,NA,0,1,220
Governor,NA,Malden,8,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,500,214,NA,NA,0,5,736
Governor,NA,Malden,8,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,392,159,NA,NA,2,5,562
Governor,NA,Malden,8,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,320,105,NA,NA,0,7,438
Governor,NA,Manchester-by-the-Sea,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1981,859,NA,NA,21,2,2907
Governor,NA,Mansfield,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,839,692,NA,NA,3,10,1571
Governor,NA,Mansfield,-,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,579,427,NA,NA,2,11,1036
Governor,NA,Mansfield,-,2A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,258,177,NA,NA,0,4,442
Governor,NA,Mansfield,-,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1041,710,NA,NA,1,26,1806
Governor,NA,Mansfield,-,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,824,566,NA,NA,0,7,1420
Governor,NA,Mansfield,-,5,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,829,444,NA,NA,0,11,1313
Governor,NA,Mansfield,-,6,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,605,327,NA,NA,0,7,960
Governor,NA,Mansfield,-,6A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,140,88,NA,NA,1,1,230
Governor,NA,Mansfield,-,7,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,896,528,NA,NA,0,13,1454
Governor,NA,Marblehead,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1298,557,NA,NA,1,21,1900
Governor,NA,Marblehead,-,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1282,456,NA,NA,2,19,1780
Governor,NA,Marblehead,-,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1110,475,NA,NA,3,20,1624
Governor,NA,Marblehead,-,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1199,586,NA,NA,5,23,1832
Governor,NA,Marblehead,-,5,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1109,540,NA,NA,1,22,1681
Governor,NA,Marblehead,-,6,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1232,544,NA,NA,1,16,1819
Governor,NA,Marion,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1689,1047,NA,NA,2,22,2813
Governor,NA,Marlborough,1,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,564,275,NA,NA,2,11,861
Governor,NA,Marlborough,1,1A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,20,6,NA,NA,0,0,26
Governor,NA,Marlborough,1,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,892,473,NA,NA,1,15,1397
Governor,NA,Marlborough,2,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,675,436,NA,NA,1,11,1141
Governor,NA,Marlborough,2,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,524,290,NA,NA,0,7,837
Governor,NA,Marlborough,2,2A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,4,5,NA,NA,0,0,9
Governor,NA,Marlborough,3,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,349,218,NA,NA,1,12,607
Governor,NA,Marlborough,3,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,809,348,NA,NA,1,16,1196
Governor,NA,Marlborough,4,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,315,190,NA,NA,0,5,516
Governor,NA,Marlborough,4,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,789,440,NA,NA,1,26,1283
Governor,NA,Marlborough,5,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,381,198,NA,NA,1,8,600
Governor,NA,Marlborough,5,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,682,317,NA,NA,1,10,1032
Governor,NA,Marlborough,6,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,413,227,NA,NA,0,11,661
Governor,NA,Marlborough,6,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,784,487,NA,NA,2,12,1314
Governor,NA,Marlborough,7,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,533,314,NA,NA,0,5,870
Governor,NA,Marlborough,7,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,540,343,NA,NA,2,8,912
Governor,NA,Marlborough,7,2A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,19,14,NA,NA,0,0,36
Governor,NA,Marshfield,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,989,925,NA,NA,0,11,1940
Governor,NA,Marshfield,-,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,857,759,NA,NA,0,8,1644
Governor,NA,Marshfield,-,2A,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,146,66,NA,NA,0,3,219
Governor,NA,Marshfield,-,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1000,855,NA,NA,0,17,1902
Governor,NA,Marshfield,-,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,835,736,NA,NA,0,13,1603
Governor,NA,Marshfield,-,5,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,853,743,NA,NA,0,18,1646
Governor,NA,Marshfield,-,6,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1148,1049,NA,NA,0,16,2248
Governor,NA,Marshfield,-,7,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1004,925,NA,NA,0,13,1963
Governor,NA,Mashpee,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1054,632,NA,NA,1,7,1707
Governor,NA,Mashpee,-,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,733,637,NA,NA,0,12,1398
Governor,NA,Mashpee,-,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,684,615,NA,NA,0,18,1344
Governor,NA,Mashpee,-,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,822,521,NA,NA,2,10,1376
Governor,NA,Mashpee,-,5,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1200,974,NA,NA,5,15,2215
Governor,NA,Mattapoisett,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1050,803,NA,NA,1,16,1895
Governor,NA,Mattapoisett,-,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1064,788,NA,NA,2,19,1890
Governor,NA,Maynard,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,985,337,NA,NA,1,3,1347
Governor,NA,Maynard,-,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,834,274,NA,NA,4,5,1132
Governor,NA,Maynard,-,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1130,410,NA,NA,2,10,1573
Governor,NA,Maynard,-,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,789,313,NA,NA,1,4,1130
Governor,NA,Medfield,-,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1065,539,NA,NA,8,24,1657
Governor,NA,Medfield,-,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,987,502,NA,NA,1,14,1523
Governor,NA,Medfield,-,3,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1011,579,NA,NA,1,13,1627
Governor,NA,Medfield,-,4,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,970,528,NA,NA,2,19,1546
Governor,NA,Medford,1,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,874,360,NA,NA,0,19,1268
Governor,NA,Medford,1,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1010,383,NA,NA,0,18,1427
Governor,NA,Medford,2,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,840,391,NA,NA,0,15,1267
Governor,NA,Medford,2,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1228,574,NA,NA,0,20,1846
Governor,NA,Medford,3,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1187,516,NA,NA,0,20,1744
Governor,NA,Medford,3,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1357,555,NA,NA,0,16,1955
Governor,NA,Medford,4,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,541,112,NA,NA,0,3,666
Governor,NA,Medford,4,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1164,297,NA,NA,0,24,1498
Governor,NA,Medford,5,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1014,231,NA,NA,0,21,1283
Governor,NA,Medford,5,2,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,991,179,NA,NA,0,8,1199
Governor,NA,Medford,6,1,Maura Healey,Geoff Diehl,Frank H. Reed,NA,Libertarian,NA,154338,1442,240,NA,NA,0,15,1720
